날짜,시간,Anomaly,Anomaly_Score,이벤트,사용자,IP
-0.13241437,-0.6602751,0,-0.1600353066641975,error,user7574,192.168.161.227
-0.021700013,0.47788963,0,-0.2009104361791171,file_access,user9156,192.168.139.232
-1.6824154,1.3642933,0,-0.0915759734278084,file_access,user9941,192.168.166.20
1.6390153,-0.905882,0,-0.1332029123329693,file_access,user1659,192.168.42.141
0.42115742,0.5561937,0,-0.1595925599352893,error,user3750,192.168.252.178
1.528301,-0.033528447,0,-0.1504344434294398,file_access,user2319,192.168.242.40
-0.24312872,-0.49454293,0,-0.1612363115623981,error,user9362,192.168.189.167
-1.2395579,0.076574154,0,-0.1590280203567851,file_access,user9806,192.168.77.112
0.9747292,1.5157754,0,-0.147344021091086,login,user7865,192.168.29.199
0.53187174,-1.0445418,0,-0.1871671425961335,file_access,user9894,192.168.242.117
0.53187174,0.38797703,0,-0.1941267703487861,file_access,user7037,192.168.188.75
-0.24312872,1.5389211,0,-0.0856650654841791,logout,user1799,192.168.81.213
0.31044304,0.8144372,0,-0.1463800861279809,error,user8006,192.168.122.223
-0.7967005,0.38387907,0,-0.1858981720563852,file_access,user7060,192.168.23.211
0.6425861,1.0759648,0,-0.1775386112016876,login,user1006,192.168.31.75
-1.6824154,1.2434961,0,-0.0541129313030412,update,user7968,192.168.40.246
-1.1288435,-1.3138798,0,-0.1240095259777327,update,user4649,192.168.126.119
-1.5717009,-0.07086709,0,-0.0851869256350341,logout,user5954,192.168.60.152
-0.021700013,1.057374,0,-0.1538998766452106,error,user4075,192.168.147.101
-1.6824154,-1.2155,0,-0.0892651227864305,login,user6621,192.168.135.80
0.31044304,0.10920084,0,-0.1965969346687786,file_access,user3164,192.168.203.63
-1.1288435,-1.4998449,0,-0.0962019934033516,logout,user4975,192.168.4.58
-0.13241437,-0.75301486,0,-0.1564240442095163,error,user3124,192.168.37.44
0.31044304,-0.44643816,0,-0.1305716475222724,logout,user5199,192.168.208.109
0.53187174,1.5490732,0,-0.155022199531725,file_access,user1049,192.168.215.66
-1.2395579,0.2747474,0,-0.0643498357721988,login,user6812,192.168.181.154
0.42115742,-1.4868513,0,-0.1674242918761906,login,user1629,192.168.221.146
0.7533005,-0.6384002,0,-0.1495393495095922,error,user7841,192.168.136.233
-0.90741485,1.486233,0,-0.1619954902259345,file_access,user2047,192.168.104.152
-0.7967005,1.3986192,0,-0.1444543719582965,error,user6633,192.168.2.180
-1.1288435,0.8445794,0,-0.1050922165679409,logout,user2272,192.168.169.186
1.0854435,-1.0646604,0,-0.1429806080030441,error,user9580,192.168.69.215
-0.46455744,0.35465068,0,-0.0623382082039548,update,user6604,192.168.48.175
-1.2395579,-1.4679464,0,-0.1073679695117573,update,user3888,192.168.148.121
0.1997287,1.5228149,0,-0.1208008342006177,update,user8743,192.168.221.17
-0.5752718,-0.7900965,0,-0.1589995594697076,update,user7431,192.168.191.216
-0.68598616,-0.8842641,0,-0.1247448381916215,logout,user5212,192.168.91.148
-1.0181292,-0.176015,1,0.0051836898694476,logout,user1306,192.168.74.232
0.42115742,1.2102554,0,-0.1756913219055191,file_access,user8732,192.168.207.15
0.42115742,-0.86838627,0,-0.186436076080011,login,user6694,192.168.111.144
-1.2395579,-0.036455568,0,-0.1161450772904965,logout,user4904,192.168.6.27
-1.6824154,-1.1858147,0,-0.0893261886021947,login,user3936,192.168.131.219
-0.5752718,-0.038026217,0,-0.1686235583750086,error,user4010,192.168.204.125
-0.5752718,-1.6057496,1,0.0577634641919688,login,user5812,192.168.233.175
0.9747292,-0.49458575,0,-0.1778414634924388,file_access,user9520,192.168.246.248
-0.24312872,0.07913002,0,-0.1629559546457735,update,user5630,192.168.7.144
0.42115742,0.4046402,0,-0.0384583872356951,error,user6696,192.168.133.110
0.42115742,-1.4696313,0,-0.1166306389285615,error,user1378,192.168.94.71
-0.13241437,1.2135538,0,-0.0728006199848018,file_access,user8733,192.168.86.78
-0.68598616,-0.617225,0,-0.1468378543077524,error,user7830,192.168.36.63
0.089014344,0.64766264,0,-0.1269232701972383,logout,user7880,192.168.62.156
-0.5752718,1.6574767,0,-0.0056317845042671,error,user3593,192.168.115.181
-0.68598616,0.05411385,0,-0.1344704079865487,logout,user9503,192.168.68.52
-1.3502723,-0.37748662,0,-0.1428770643495722,login,user1477,192.168.132.38
0.1997287,1.6629169,0,-0.1374090660641831,login,user6566,192.168.56.230
-0.90741485,0.36651623,0,-0.0887622451636187,login,user7628,192.168.37.199
-1.1288435,-1.2971311,0,-0.1405728216888678,login,user3172,192.168.213.46
1.6390153,-0.65883297,0,-0.1347061233427056,login,user3143,192.168.44.238
-0.35384306,0.33821595,0,-0.1928763769875295,file_access,user3009,192.168.3.48
1.0854435,0.8037139,0,-0.1775688420254272,login,user5384,192.168.50.227
-0.13241437,1.0692681,0,-0.1879800017389814,file_access,user9041,192.168.80.57
0.6425861,1.2362282,0,-0.1379102832409387,update,user5392,192.168.124.89
0.9747292,0.7701448,0,-0.177907480055002,login,user5955,192.168.40.210
0.1997287,-0.79479414,0,-0.1434754929744057,error,user7276,192.168.213.201
1.3068722,-0.8926457,0,-0.1097267956416763,logout,user6869,192.168.105.67
0.8640148,-1.0915757,1,0.0140850466584651,logout,user4173,192.168.247.64
-1.4609866,-0.20327292,0,-0.1033488002214589,error,user8606,192.168.151.225
1.1961579,0.5181411,0,-0.1113595656032964,logout,user7131,192.168.174.229
-0.24312872,-1.0313342,0,-0.1890163417507532,login,user5603,192.168.4.178
0.8640148,-1.6567814,0,-0.1273686576518748,login,user7988,192.168.207.150
-1.6824154,0.27039242,0,-0.0614766688824744,logout,user4153,192.168.221.29
0.9747292,0.9073055,0,-0.1707689226756688,file_access,user2723,192.168.121.76
-0.7967005,-1.3395243,0,-0.1615130689627389,file_access,user9760,192.168.17.209
0.53187174,-0.05186222,0,-0.135892449219137,logout,user3966,192.168.198.66
0.9747292,-1.0915471,0,-0.0175470015304339,update,user4949,192.168.81.189
-0.7967005,-1.4408313,0,-0.1286717054665769,update,user2623,192.168.35.238
0.9747292,-1.1611413,0,-0.1291842221235815,update,user5076,192.168.0.10
-1.0181292,-1.4785411,0,-0.1477308538257059,file_access,user5533,192.168.233.70
1.6390153,0.08057217,0,-0.1044546796099816,update,user8959,192.168.152.243
-0.24312872,-0.7828144,0,-0.1913296358221526,file_access,user7876,192.168.196.2
1.3068722,-0.37487364,0,-0.1704257202765591,login,user2397,192.168.100.31
1.3068722,-1.4380612,0,-0.1466266595296338,file_access,user2730,192.168.18.91
-0.7967005,-0.020749064,0,-0.0527757398482775,error,user8103,192.168.203.201
0.31044304,1.5041811,0,-0.0880789366893195,logout,user3410,192.168.124.103
0.53187174,0.21660478,0,-0.0797518866359517,file_access,user3972,192.168.57.165
-1.1288435,-1.2124587,0,-0.112796470356188,logout,user9896,192.168.121.228
0.53187174,-0.88406426,0,-0.185195555738501,login,user7587,192.168.3.59
-1.0181292,0.6907413,0,-0.1573894818946828,error,user3340,192.168.35.221
0.9747292,-0.6541353,0,-0.143081442665538,error,user6791,192.168.79.33
-0.021700013,-0.72885543,0,-0.1963900972793701,login,user9724,192.168.4.74
-0.24312872,-0.5963068,0,-0.1208956810191676,logout,user1223,192.168.173.197
0.9747292,0.6374963,0,-0.1547930651813562,update,user9135,192.168.49.247
-0.13241437,-1.3695666,0,-0.0516136641326843,file_access,user3125,192.168.174.173
1.1961579,-0.7287126,0,-0.1321821653660436,error,user9782,192.168.165.191
-0.021700013,-0.7443763,0,-0.1974595178998751,login,user7519,192.168.231.82
-0.13241437,0.68364483,0,-0.1597562896027973,update,user4108,192.168.33.28
0.8640148,1.6641306,0,-0.1035565799612585,update,user1894,192.168.224.254
0.53187174,0.9172862,0,-0.1826821888037263,file_access,user9868,192.168.246.105
0.42115742,-0.31921548,0,-0.1568449890927116,error,user8999,192.168.213.23
-0.7967005,0.93720496,0,-0.1818187105893068,file_access,user4878,192.168.77.156
-0.68598616,0.9771566,0,-0.1424419600690453,update,user4024,192.168.170.76
-1.0181292,0.9528829,0,-0.1377064446645657,update,user4090,192.168.148.169
-0.021700013,1.4829346,0,-0.1711261688673964,login,user3934,192.168.49.22
0.7533005,0.68161726,0,-0.1228423360580689,logout,user8136,192.168.113.182
-1.3502723,-1.4587224,0,-0.1214156317856909,login,user5251,192.168.24.250
-0.46455744,-0.80304724,0,-0.1867523280123095,login,user9771,192.168.30.164
-0.13241437,0.3890622,0,-0.2005265453843805,login,user2062,192.168.204.149
0.6425861,-1.6371626,0,-0.1390400615209104,file_access,user9370,192.168.135.31
1.4175866,-0.30139574,0,-0.1590249063328534,file_access,user7866,192.168.174.99
1.0854435,1.6598327,0,-0.1218349526280725,file_access,user9863,192.168.167.85
-1.6824154,1.6443546,0,-0.0700411601327943,login,user6763,192.168.137.179
0.8640148,-0.44276857,0,-0.1479060614120887,error,user5522,192.168.2.146
1.3068722,-0.04937774,0,-0.1722535852119451,file_access,user3286,192.168.235.14
-0.46455744,1.2706541,0,-0.1770557318555118,file_access,user4491,192.168.141.135
1.3068722,-0.36355066,0,-0.1723092635186265,login,user3068,192.168.76.188
1.0854435,-0.6261634,1,0.0747023028488733,logout,user2511,192.168.178.70
-0.90741485,-1.2286221,0,-0.1130154127770438,logout,user4386,192.168.180.123
-1.2395579,-1.3044845,0,-0.1024867443124667,logout,user6048,192.168.195.48
1.528301,0.96927476,0,-0.1003197483086955,update,user7258,192.168.17.129
0.8640148,-1.6399897,0,-0.071820536170545,logout,user6534,192.168.114.220
-1.3502723,-0.79302365,0,-0.1388837280536574,login,user7390,192.168.153.234
-1.0181292,-1.0872779,0,-0.1434349888364663,update,user4285,192.168.157.145
1.3068722,1.1062926,0,-0.1170023389368264,update,user2563,192.168.46.107
1.3068722,-0.46867,0,-0.1110984266351443,logout,user9610,192.168.234.48
-1.4609866,-1.0827229,1,0.0018142084408345,update,user2720,192.168.184.24
0.7533005,-0.17724296,0,-0.1879307708196324,file_access,user6548,192.168.185.170
0.53187174,-1.6299661,0,-0.1456462686927585,file_access,user5133,192.168.224.139
0.8640148,1.0506059,0,-0.17628838763167,login,user4324,192.168.46.47
-0.90741485,1.2003175,0,-0.17592571162737,login,user5611,192.168.193.152
0.089014344,-0.9487179,0,-0.0329460918577958,error,user5800,192.168.24.93
-1.1288435,-0.79438007,0,-0.1384474820546871,update,user8414,192.168.155.147
0.8640148,0.124022074,0,-0.1909717338886592,login,user9022,192.168.218.102
0.42115742,-1.2338338,0,-0.1790957507193375,file_access,user6672,192.168.55.170
-0.7967005,-0.74593264,0,-0.1490930617022541,error,user9537,192.168.110.202
-1.2395579,-1.3443791,0,-0.1337022827534678,login,user9742,192.168.76.0
1.3068722,1.5528286,0,-0.1263188733683407,login,user9469,192.168.140.2
1.6390153,-1.6296234,0,-0.0,login,user5351,192.168.213.6
-0.68598616,-1.6194713,0,-0.1469825368064274,login,user7505,192.168.30.236
1.0854435,0.06266675,0,-0.1875629479014225,login,user2142,192.168.132.210
-1.1288435,-1.6265107,0,-0.0767576269309413,logout,user1204,192.168.70.213
0.42115742,0.21761857,0,-0.1615330120146075,error,user6682,192.168.193.212
0.31044304,1.5089645,0,-0.1286559947339324,error,user4250,192.168.160.124
-0.5752718,0.52179646,0,-0.1973184652190118,login,user8129,192.168.185.255
1.3068722,1.3757591,0,-0.0807769919188621,logout,user5438,192.168.223.211
-1.5717009,1.3716326,1,0.0950066659096408,logout,user7609,192.168.112.87
-0.021700013,-0.3487437,0,-0.1980202686212471,file_access,user3050,192.168.200.122
1.1961579,-0.04348066,0,-0.1129658870930664,logout,user3648,192.168.121.191
-1.6824154,-0.19163583,0,-0.0662283714811292,error,user4126,192.168.162.68
1.6390153,1.3488581,0,-0.0726605185373262,update,user7485,192.168.101.41
-0.46455744,1.4862758,0,-0.0843505821870116,logout,user4214,192.168.15.12
-1.3502723,-0.61485475,0,-0.1371851344394132,login,user5923,192.168.199.84
-0.35384306,-1.2057477,0,-0.1426090611140282,error,user3819,192.168.61.32
-1.6824154,0.50511897,0,-0.0860577545683187,update,user4402,192.168.126.187
0.1997287,-0.030158687,0,-0.1624178436859152,update,user5597,192.168.121.115
1.0854435,-1.4953185,0,-0.1514709164057023,login,user9252,192.168.7.196
-1.1288435,1.6511941,0,-0.1231941643024515,file_access,user1122,192.168.39.193
-1.1288435,0.5092598,0,-0.1196758407619945,logout,user3365,192.168.174.253
-1.4609866,-0.037569303,0,-0.1049175811014461,update,user8051,192.168.131.208
1.0854435,-1.6015517,0,-0.0738462569971526,logout,user5553,192.168.41.95
-1.2395579,-1.0625615,0,-0.1298891989553646,update,user5193,192.168.19.83
0.9747292,1.2547333,0,-0.122367993220776,error,user3647,192.168.63.63
1.3068722,-1.0741272,0,-0.1673297576007335,file_access,user1619,192.168.114.94
-0.7967005,-1.6450586,0,-0.1318159918508264,file_access,user7055,192.168.71.79
1.6390153,-0.0760074,0,-0.0468206321391148,login,user3125,192.168.55.141
1.1961579,1.5418911,1,0.0303067879099295,logout,user7649,192.168.95.7
1.6390153,0.62210387,0,-0.0394874113685692,login,user7826,192.168.129.86
-1.4609866,1.2656708,0,-0.0576003403594006,logout,user9151,192.168.62.143
-0.7967005,1.5204588,0,-0.1668936839644716,file_access,user2203,192.168.30.194
-1.5717009,0.3536369,0,-0.1030254904685336,update,user6355,192.168.160.16
-0.5752718,-1.0856358,0,-0.1505683211687934,update,user8113,192.168.141.6
1.1961579,1.0858599,0,-0.1563369408433064,login,user6193,192.168.215.105
1.1961579,0.8280447,0,-0.1655812898097892,login,user8332,192.168.236.219
1.6390153,-1.1883278,0,-0.0701344029231961,logout,user8476,192.168.157.31
0.089014344,-1.23282,0,-0.1392218590120377,update,user7047,192.168.96.130
1.528301,-0.31711653,0,-0.1481788734883943,login,user6286,192.168.161.40
-1.0181292,-0.6033176,0,-0.137122801775158,error,user5598,192.168.119.152
0.8640148,-1.2072755,0,-0.1123818024025872,logout,user4132,192.168.173.79
0.7533005,0.7793974,0,-0.1596733220489599,update,user5795,192.168.93.184
0.31044304,-0.5086645,0,-0.1938168089083597,file_access,user2321,192.168.7.187
0.9747292,0.05128668,0,-0.1278130454369583,logout,user1728,192.168.181.14
1.528301,-1.2356044,1,0.087874101293672,logout,user2352,192.168.12.144
-0.68598616,0.9058205,0,-0.1081075944646966,logout,user2361,192.168.188.109
0.6425861,0.52636564,0,-0.1327861442303556,logout,user6446,192.168.180.245
-0.13241437,1.1989324,0,-0.1044221640269498,logout,user5790,192.168.255.57
-1.2395579,-1.4711448,0,-0.0944377640009964,error,user6424,192.168.239.48
0.8640148,-0.61745346,0,-0.1486890093645998,error,user1963,192.168.31.57
-0.68598616,1.650166,0,-0.1077105273179892,error,user4220,192.168.90.162
