Anomaly,Anomaly_Score,timestamp,hostname,user_id,dept,action_type,resource,result,process_name,severity,client_ip,location,message_id,message,bank
1,0.0316964210237871,2025.1.1 04:19,exim-core-30,exim_u3009,자금운용부,login_attempt,db_dump.sql,success,powershell.exe,WARNING,136.153.82.217,부산지점,MSG992244,exim_u3009 performed login_attempt on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0634621971836884,2025.1.1 04:37,exim-db-21,exim_u3073,위험관리부,process_start,수출계약서_2025.pdf,fail,keximdoc,ERROR,150.21.216.194,수출입보증센터,MSG912924,exim_u3073 performed process_start on 수출계약서_2025.pdf at 수출입보증센터 - result=fail,수출입은행
1,0.0529211658030592,2025.1.1 04:46,exim-core-30,exim_u3012,위험관리부,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,133.88.69.98,부산지점,MSG905992,exim_u3012 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0020090031039005,2025.1.1 04:53,exim-core-30,exim_u3093,디지털전략부,process_start,수출계약서_2025.pdf,fail,authd,ERROR,63.82.69.139,부산지점,MSG972523,exim_u3093 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0034353161102084,2025.1.1 05:06,exim-core-30,exim_u3024,정보기술실,login_attempt,db_dump.sql,success,postgresql,ERROR,71.135.58.254,런던지점,MSG965444,exim_u3024 performed login_attempt on db_dump.sql at 런던지점 - result=success,수출입은행
1,0.0254471672731664,2025.1.1 05:09,exim-core-30,exim_u3017,자금운용부,process_start,db_dump.sql,success,keximdoc,ERROR,70.213.133.181,수출입보증센터,MSG989764,exim_u3017 performed process_start on db_dump.sql at 수출입보증센터 - result=success,수출입은행
1,0.064682407295632,2025.1.1 06:26,exim-db-21,exim_u3053,위험관리부,process_start,수출계약서_2025.pdf,success,authd,INFO,29.219.192.178,부산지점,MSG910357,exim_u3053 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.004682438054082,2025.1.1 06:29,exim-core-30,exim_u3072,위험관리부,login_attempt,db_dump.sql,success,powershell.exe,ERROR,109.196.120.10,부산지점,MSG960161,exim_u3072 performed login_attempt on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0260320893860026,2025.1.1 06:44,exim-ops-16,exim_u3058,자금운용부,login_attempt,db_dump.sql,success,powershell.exe,INFO,21.220.253.14,서울본점,MSG949436,exim_u3058 performed login_attempt on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0031161951777471,2025.1.1 08:10,exim-ops-16,exim_u3005,자금운용부,process_start,db_dump.sql,success,postgresql,INFO,3.141.246.222,부산지점,MSG911232,exim_u3005 performed process_start on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0065304225921697,2025.1.1 09:12,exim-core-30,exim_u3014,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,INFO,199.152.148.46,부산지점,MSG935180,exim_u3014 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0317210697818243,2025.1.1 09:32,exim-db-21,exim_u3032,디지털전략부,login_attempt,powershell.exe,fail,authd,INFO,209.62.45.115,런던지점,MSG960012,exim_u3032 performed login_attempt on powershell.exe at 런던지점 - result=fail,수출입은행
1,0.0103708431083445,2025.1.1 09:52,exim-ops-16,exim_u3084,자금운용부,login_attempt,db_dump.sql,fail,postgresql,WARNING,168.129.140.88,런던지점,MSG926326,exim_u3084 performed login_attempt on db_dump.sql at 런던지점 - result=fail,수출입은행
1,0.0237348632100252,2025.1.1 10:19,exim-db-21,exim_u3038,정보기술실,process_start,수출계약서_2025.pdf,success,authd,ERROR,131.29.63.93,서울본점,MSG995317,exim_u3038 performed process_start on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0247375334778137,2025.1.1 10:29,exim-ops-16,exim_u3056,자금운용부,trade_doc_upload,powershell.exe,fail,authd,WARNING,142.124.71.247,수출입보증센터,MSG965444,exim_u3056 performed trade_doc_upload on powershell.exe at 수출입보증센터 - result=fail,수출입은행
1,0.0049935258483813,2025.1.1 10:39,exim-db-21,exim_u3036,위험관리부,trade_doc_upload,db_dump.sql,success,powershell.exe,ERROR,73.156.201.215,서울본점,MSG949412,exim_u3036 performed trade_doc_upload on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0081527966934339,2025.1.1 10:44,exim-db-21,exim_u3042,정보기술실,trade_doc_upload,db_dump.sql,success,postgresql,INFO,149.94.59.134,부산지점,MSG976315,exim_u3042 performed trade_doc_upload on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0075303406019081,2025.1.1 10:47,exim-core-30,exim_u3030,정보기술실,login_attempt,db_dump.sql,success,keximdoc,WARNING,161.218.147.246,부산지점,MSG966402,exim_u3030 performed login_attempt on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0041415129981302,2025.1.1 11:17,exim-core-30,exim_u3013,정보기술실,trade_doc_upload,db_dump.sql,fail,keximdoc,WARNING,37.191.103.227,부산지점,MSG912924,exim_u3013 performed trade_doc_upload on db_dump.sql at 부산지점 - result=fail,수출입은행
1,0.0302902813051801,2025.1.1 12:01,exim-db-21,exim_u3056,자금운용부,process_start,powershell.exe,fail,postgresql,INFO,39.190.241.69,부산지점,MSG941800,exim_u3056 performed process_start on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0395311153562715,2025.1.1 12:29,exim-ops-16,exim_u3049,디지털전략부,process_start,수출계약서_2025.pdf,success,authd,ERROR,153.100.83.246,부산지점,MSG986154,exim_u3049 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.000888264459677,2025.1.1 12:34,exim-ops-16,exim_u3097,정보기술실,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,ERROR,141.221.204.219,서울본점,MSG980492,exim_u3097 performed trade_doc_upload on 수출계약서_2025.pdf at 서울본점 - result=fail,수출입은행
1,0.0262455587687487,2025.1.1 12:40,exim-core-30,exim_u3038,자금운용부,process_start,db_dump.sql,success,postgresql,INFO,26.98.29.131,서울본점,MSG900583,exim_u3038 performed process_start on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0378527400156732,2025.1.1 13:11,exim-db-21,exim_u3084,정보기술실,login_attempt,수출계약서_2025.pdf,fail,postgresql,WARNING,46.49.17.172,서울본점,MSG960012,exim_u3084 performed login_attempt on 수출계약서_2025.pdf at 서울본점 - result=fail,수출입은행
1,0.0160315666799292,2025.1.1 13:17,exim-ops-16,exim_u3059,자금운용부,process_start,powershell.exe,success,powershell.exe,ERROR,72.158.4.247,런던지점,MSG980541,exim_u3059 performed process_start on powershell.exe at 런던지점 - result=success,수출입은행
1,0.0107235161743045,2025.1.1 14:05,exim-ops-16,exim_u3021,자금운용부,login_attempt,powershell.exe,success,postgresql,INFO,71.85.175.21,부산지점,MSG964876,exim_u3021 performed login_attempt on powershell.exe at 부산지점 - result=success,수출입은행
1,0.0021261850185778,2025.1.1 14:21,exim-db-21,exim_u3050,자금운용부,process_start,db_dump.sql,fail,authd,INFO,90.87.222.196,수출입보증센터,MSG936025,exim_u3050 performed process_start on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0046695474443478,2025.1.1 14:23,exim-db-21,exim_u3025,자금운용부,process_start,수출계약서_2025.pdf,success,postgresql,ERROR,52.107.130.68,서울본점,MSG970465,exim_u3025 performed process_start on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0306378124367967,2025.1.1 14:33,exim-db-21,exim_u3087,정보기술실,login_attempt,수출계약서_2025.pdf,fail,authd,WARNING,190.35.116.210,부산지점,MSG975066,exim_u3087 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0103255613496938,2025.1.1 15:30,exim-db-21,exim_u3062,자금운용부,process_start,수출계약서_2025.pdf,success,powershell.exe,INFO,60.170.248.155,서울본점,MSG989037,exim_u3062 performed process_start on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0068717878802734,2025.1.1 15:46,exim-core-30,exim_u3052,정보기술실,trade_doc_upload,powershell.exe,success,powershell.exe,INFO,107.110.136.5,부산지점,MSG999807,exim_u3052 performed trade_doc_upload on powershell.exe at 부산지점 - result=success,수출입은행
1,0.0112918249186827,2025.1.1 16:37,exim-db-21,exim_u3035,정보기술실,process_start,db_dump.sql,fail,keximdoc,WARNING,75.212.161.135,수출입보증센터,MSG989463,exim_u3035 performed process_start on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0134087643342738,2025.1.1 16:43,exim-db-21,exim_u3036,위험관리부,process_start,수출계약서_2025.pdf,success,powershell.exe,INFO,11.237.146.117,런던지점,MSG960238,exim_u3036 performed process_start on 수출계약서_2025.pdf at 런던지점 - result=success,수출입은행
1,0.0164864985382464,2025.1.1 17:02,exim-db-21,exim_u3081,위험관리부,trade_doc_upload,powershell.exe,success,postgresql,INFO,187.116.80.187,서울본점,MSG910803,exim_u3081 performed trade_doc_upload on powershell.exe at 서울본점 - result=success,수출입은행
1,0.0138880846546853,2025.1.1 17:08,exim-db-21,exim_u3036,정보기술실,login_attempt,db_dump.sql,fail,powershell.exe,INFO,40.152.183.229,부산지점,MSG951949,exim_u3036 performed login_attempt on db_dump.sql at 부산지점 - result=fail,수출입은행
1,0.010579657964841,2025.1.1 17:52,exim-db-21,exim_u3078,정보기술실,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,122.43.15.103,부산지점,MSG917451,exim_u3078 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0006968782086053,2025.1.1 18:15,exim-core-30,exim_u3004,자금운용부,login_attempt,수출계약서_2025.pdf,success,powershell.exe,ERROR,59.93.119.68,부산지점,MSG911362,exim_u3004 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0097211531595966,2025.1.1 18:47,exim-db-21,exim_u3056,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,INFO,140.70.16.239,런던지점,MSG998021,exim_u3056 performed trade_doc_upload on 수출계약서_2025.pdf at 런던지점 - result=success,수출입은행
1,0.0103845659008429,2025.1.1 18:51,exim-db-21,exim_u3038,디지털전략부,login_attempt,db_dump.sql,fail,postgresql,ERROR,191.145.68.176,서울본점,MSG907152,exim_u3038 performed login_attempt on db_dump.sql at 서울본점 - result=fail,수출입은행
1,0.0177622984934381,2025.1.1 18:58,exim-core-30,exim_u3056,디지털전략부,process_start,db_dump.sql,success,powershell.exe,INFO,173.12.6.246,런던지점,MSG983634,exim_u3056 performed process_start on db_dump.sql at 런던지점 - result=success,수출입은행
1,0.0041073268670258,2025.1.1 19:05,exim-ops-16,exim_u3077,자금운용부,process_start,수출계약서_2025.pdf,fail,postgresql,ERROR,207.237.217.71,부산지점,MSG917299,exim_u3077 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0025711946791167,2025.1.1 19:13,exim-db-21,exim_u3002,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,INFO,121.80.53.98,서울본점,MSG999972,exim_u3002 performed trade_doc_upload on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.010954562002536,2025.1.1 19:21,exim-core-30,exim_u3022,정보기술실,login_attempt,수출계약서_2025.pdf,success,postgresql,INFO,70.149.52.22,서울본점,MSG928277,exim_u3022 performed login_attempt on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0560280561341057,2025.1.1 19:25,exim-db-21,exim_u3056,위험관리부,login_attempt,powershell.exe,fail,authd,WARNING,222.54.224.125,부산지점,MSG966402,exim_u3056 performed login_attempt on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0026629720110914,2025.1.1 19:28,exim-db-21,exim_u3074,자금운용부,process_start,수출계약서_2025.pdf,success,authd,INFO,182.196.53.228,부산지점,MSG993405,exim_u3074 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0117707650591657,2025.1.1 19:34,exim-ops-16,exim_u3044,디지털전략부,process_start,powershell.exe,fail,powershell.exe,ERROR,88.62.93.8,런던지점,MSG910803,exim_u3044 performed process_start on powershell.exe at 런던지점 - result=fail,수출입은행
1,0.0061086029674638,2025.1.1 19:43,exim-ops-16,exim_u3088,정보기술실,login_attempt,db_dump.sql,fail,powershell.exe,INFO,136.133.125.38,수출입보증센터,MSG910357,exim_u3088 performed login_attempt on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0083679575320818,2025.1.1 20:21,exim-db-21,exim_u3056,디지털전략부,process_start,db_dump.sql,success,keximdoc,INFO,52.215.132.154,런던지점,MSG901487,exim_u3056 performed process_start on db_dump.sql at 런던지점 - result=success,수출입은행
1,0.0241959902852632,2025.1.1 20:22,exim-core-30,exim_u3089,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,powershell.exe,WARNING,203.174.59.59,부산지점,MSG921473,exim_u3089 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0162271889028698,2025.1.1 20:44,exim-db-21,exim_u3091,위험관리부,login_attempt,powershell.exe,fail,authd,INFO,157.233.49.134,서울본점,MSG975582,exim_u3091 performed login_attempt on powershell.exe at 서울본점 - result=fail,수출입은행
1,0.0265634497624346,2025.1.1 21:26,exim-db-21,exim_u3069,위험관리부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,ERROR,101.158.194.175,런던지점,MSG994409,exim_u3069 performed trade_doc_upload on 수출계약서_2025.pdf at 런던지점 - result=fail,수출입은행
1,0.0076035364577259,2025.1.1 21:31,exim-db-21,exim_u3089,정보기술실,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,WARNING,96.152.164.183,부산지점,MSG948864,exim_u3089 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.024647517086234,2025.1.1 21:52,exim-db-21,exim_u3075,자금운용부,process_start,powershell.exe,fail,postgresql,INFO,47.94.63.154,부산지점,MSG938219,exim_u3075 performed process_start on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0373389149810861,2025.1.1 22:20,exim-core-30,exim_u3080,디지털전략부,login_attempt,powershell.exe,fail,postgresql,WARNING,131.182.213.101,부산지점,MSG986154,exim_u3080 performed login_attempt on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0239045370740365,2025.1.1 22:23,exim-db-21,exim_u3062,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,keximdoc,ERROR,203.98.103.8,런던지점,MSG995317,exim_u3062 performed trade_doc_upload on 수출계약서_2025.pdf at 런던지점 - result=fail,수출입은행
1,0.0044090118919317,2025.1.1 22:40,exim-db-21,exim_u3012,자금운용부,process_start,powershell.exe,success,keximdoc,WARNING,138.152.46.225,부산지점,MSG991861,exim_u3012 performed process_start on powershell.exe at 부산지점 - result=success,수출입은행
1,0.0382655262858486,2025.1.1 23:03,exim-core-30,exim_u3078,디지털전략부,process_start,수출계약서_2025.pdf,fail,authd,INFO,107.31.190.168,부산지점,MSG991845,exim_u3078 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0175414741509388,2025.1.1 23:25,exim-db-21,exim_u3056,디지털전략부,login_attempt,powershell.exe,fail,keximdoc,INFO,77.38.121.172,부산지점,MSG927215,exim_u3056 performed login_attempt on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0047601805277996,2025.1.1 23:29,exim-ops-16,exim_u3081,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,keximdoc,WARNING,208.125.252.181,부산지점,MSG934735,exim_u3081 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0732724945265314,2025.1.2 01:15,exim-db-21,exim_u3048,정보기술실,process_start,수출계약서_2025.pdf,success,keximdoc,ERROR,41.100.181.15,부산지점,MSG993502,exim_u3048 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0157531948458146,2025.1.2 01:30,exim-db-21,exim_u3081,자금운용부,process_start,수출계약서_2025.pdf,fail,postgresql,ERROR,165.12.233.92,부산지점,MSG928707,exim_u3081 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0266672844892696,2025.1.2 01:32,exim-db-21,exim_u3089,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,powershell.exe,WARNING,53.142.184.70,부산지점,MSG936822,exim_u3089 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0177522604253285,2025.1.2 01:37,exim-db-21,exim_u3017,디지털전략부,login_attempt,db_dump.sql,fail,postgresql,WARNING,104.219.204.242,런던지점,MSG976544,exim_u3017 performed login_attempt on db_dump.sql at 런던지점 - result=fail,수출입은행
1,0.008923650818562,2025.1.2 01:38,exim-ops-16,exim_u3005,정보기술실,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,135.9.79.37,부산지점,MSG930508,exim_u3005 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0361594943389054,2025.1.2 02:34,exim-db-21,exim_u3100,위험관리부,process_start,powershell.exe,fail,powershell.exe,WARNING,99.6.9.51,수출입보증센터,MSG902872,exim_u3100 performed process_start on powershell.exe at 수출입보증센터 - result=fail,수출입은행
1,0.0302803836325691,2025.1.2 02:50,exim-core-30,exim_u3018,정보기술실,process_start,db_dump.sql,fail,postgresql,INFO,3.144.248.184,수출입보증센터,MSG939552,exim_u3018 performed process_start on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.014794159938815,2025.1.2 03:15,exim-core-30,exim_u3094,디지털전략부,login_attempt,db_dump.sql,fail,postgresql,WARNING,173.183.72.38,수출입보증센터,MSG916691,exim_u3094 performed login_attempt on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0174058619526167,2025.1.2 03:49,exim-db-21,exim_u3056,자금운용부,login_attempt,powershell.exe,fail,powershell.exe,ERROR,14.85.174.49,부산지점,MSG901493,exim_u3056 performed login_attempt on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0285939593965099,2025.1.2 04:05,exim-ops-16,exim_u3076,자금운용부,login_attempt,수출계약서_2025.pdf,success,powershell.exe,ERROR,121.85.21.156,서울본점,MSG921802,exim_u3076 performed login_attempt on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0207861718137076,2025.1.2 05:02,exim-db-21,exim_u3054,위험관리부,process_start,db_dump.sql,fail,postgresql,ERROR,106.107.240.241,수출입보증센터,MSG936899,exim_u3054 performed process_start on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0359689353160789,2025.1.2 05:05,exim-core-30,exim_u3036,자금운용부,trade_doc_upload,db_dump.sql,success,powershell.exe,INFO,152.61.98.218,서울본점,MSG912571,exim_u3036 performed trade_doc_upload on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0291329281422364,2025.1.2 05:09,exim-ops-16,exim_u3013,자금운용부,login_attempt,db_dump.sql,success,powershell.exe,INFO,221.115.88.95,부산지점,MSG972045,exim_u3013 performed login_attempt on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0032061897398673,2025.1.2 05:31,exim-db-21,exim_u3086,자금운용부,process_start,수출계약서_2025.pdf,fail,authd,INFO,18.119.70.151,부산지점,MSG915139,exim_u3086 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0064368011618664,2025.1.2 06:04,exim-ops-16,exim_u3058,자금운용부,login_attempt,수출계약서_2025.pdf,success,keximdoc,INFO,132.45.228.195,부산지점,MSG945061,exim_u3058 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0070541294174196,2025.1.2 06:18,exim-core-30,exim_u3096,자금운용부,trade_doc_upload,db_dump.sql,success,powershell.exe,WARNING,63.185.237.96,수출입보증센터,MSG975066,exim_u3096 performed trade_doc_upload on db_dump.sql at 수출입보증센터 - result=success,수출입은행
1,0.0289363424639397,2025.1.2 06:25,exim-db-21,exim_u3084,자금운용부,process_start,수출계약서_2025.pdf,success,postgresql,INFO,26.144.173.181,부산지점,MSG904551,exim_u3084 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0412437612516569,2025.1.2 06:39,exim-core-30,exim_u3036,자금운용부,trade_doc_upload,db_dump.sql,success,postgresql,INFO,210.248.239.137,서울본점,MSG925260,exim_u3036 performed trade_doc_upload on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0332709415836259,2025.1.2 07:03,exim-ops-16,exim_u3000,디지털전략부,process_start,powershell.exe,fail,postgresql,INFO,76.64.212.71,서울본점,MSG901620,exim_u3000 performed process_start on powershell.exe at 서울본점 - result=fail,수출입은행
1,0.0540066239438439,2025.1.2 07:22,exim-db-21,exim_u3002,정보기술실,login_attempt,수출계약서_2025.pdf,fail,postgresql,WARNING,191.236.34.122,런던지점,MSG970206,exim_u3002 performed login_attempt on 수출계약서_2025.pdf at 런던지점 - result=fail,수출입은행
1,0.0896773721944481,2025.1.2 07:59,exim-core-30,exim_u3021,자금운용부,process_start,수출계약서_2025.pdf,success,postgresql,ERROR,78.22.115.99,부산지점,MSG989764,exim_u3021 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0534566936378049,2025.1.2 08:09,exim-db-21,exim_u3044,정보기술실,trade_doc_upload,powershell.exe,fail,postgresql,INFO,80.90.182.41,부산지점,MSG954627,exim_u3044 performed trade_doc_upload on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0102718661018812,2025.1.2 08:37,exim-db-21,exim_u3082,자금운용부,process_start,powershell.exe,fail,powershell.exe,INFO,125.19.85.228,부산지점,MSG907553,exim_u3082 performed process_start on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0195802439292199,2025.1.2 08:47,exim-db-21,exim_u3056,정보기술실,process_start,수출계약서_2025.pdf,success,powershell.exe,WARNING,19.127.184.40,부산지점,MSG960846,exim_u3056 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0185444276777306,2025.1.2 09:12,exim-db-21,exim_u3070,자금운용부,process_start,수출계약서_2025.pdf,success,keximdoc,ERROR,6.239.196.152,서울본점,MSG950667,exim_u3070 performed process_start on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0012143648778119,2025.1.2 09:46,exim-core-30,exim_u3052,위험관리부,login_attempt,powershell.exe,fail,authd,ERROR,21.1.161.157,부산지점,MSG960161,exim_u3052 performed login_attempt on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0010564516384927,2025.1.2 09:56,exim-db-21,exim_u3042,자금운용부,trade_doc_upload,db_dump.sql,success,postgresql,ERROR,56.85.80.188,부산지점,MSG913410,exim_u3042 performed trade_doc_upload on db_dump.sql at 부산지점 - result=success,수출입은행
1,0.0383879927292649,2025.1.2 10:49,exim-core-30,exim_u3017,정보기술실,login_attempt,powershell.exe,success,postgresql,INFO,143.144.5.140,부산지점,MSG993502,exim_u3017 performed login_attempt on powershell.exe at 부산지점 - result=success,수출입은행
1,0.0304898136076471,2025.1.2 11:51,exim-ops-16,exim_u3077,자금운용부,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,10.1.0.84,부산지점,MSG953633,exim_u3077 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0005679174922929,2025.1.2 12:21,exim-db-21,exim_u3047,정보기술실,process_start,db_dump.sql,success,keximdoc,ERROR,17.87.148.83,서울본점,MSG952873,exim_u3047 performed process_start on db_dump.sql at 서울본점 - result=success,수출입은행
