Anomaly,Anomaly_Score,timestamp,hostname,user_id,dept,action_type,resource,result,process_name,severity,client_ip,location
0,-0.08346358750783966,2025.1.1 01:02,exim-ops-16,exim_u3037,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,authd,ERROR,116.150.202.232,수출입보증센터
0,-0.08000558053319229,2025.1.1 01:03,exim-ops-16,exim_u3080,정보기술실,login_attempt,powershell.exe,fail,postgresql,ERROR,82.15.236.173,서울본점
0,-0.0999548658820959,2025.1.1 01:04,exim-ops-16,exim_u3079,디지털전략부,login_attempt,powershell.exe,success,powershell.exe,ERROR,99.194.178.168,서울본점
0,-0.037610443103130886,2025.1.1 01:05,exim-ops-16,exim_u3046,정보기술실,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,INFO,149.103.124.247,부산지점
0,-0.10887832344780463,2025.1.1 01:06,exim-ops-16,exim_u3073,위험관리부,trade_doc_upload,db_dump.sql,success,keximdoc,WARNING,194.124.160.24,수출입보증센터
0,-0.07531529794488379,2025.1.1 01:07,exim-ops-16,exim_u3024,위험관리부,trade_doc_upload,db_dump.sql,success,keximdoc,INFO,41.164.217.253,런던지점
0,-0.08337888778165314,2025.1.1 01:08,exim-ops-16,exim_u3090,정보기술실,login_attempt,powershell.exe,fail,postgresql,ERROR,218.154.163.204,수출입보증센터
0,-0.042136193038192715,2025.1.1 01:09,exim-core-30,exim_u3008,정보기술실,login_attempt,수출계약서_2025.pdf,fail,authd,INFO,135.45.44.106,런던지점
0,-0.029195405938771124,2025.1.1 01:10,exim-db-21,exim_u3005,디지털전략부,process_start,db_dump.sql,fail,authd,INFO,204.1.112.201,런던지점
0,-0.04311780005156052,2025.1.1 01:11,exim-ops-16,exim_u3084,디지털전략부,login_attempt,수출계약서_2025.pdf,fail,keximdoc,ERROR,96.60.18.144,부산지점
0,-0.04435158740075351,2025.1.1 01:12,exim-ops-16,exim_u3029,정보기술실,login_attempt,db_dump.sql,success,powershell.exe,ERROR,4.215.214.74,런던지점
0,-0.052001511965960256,2025.1.1 01:13,exim-ops-16,exim_u3098,정보기술실,login_attempt,수출계약서_2025.pdf,fail,keximdoc,INFO,175.253.53.153,수출입보증센터
0,-0.0769431964801437,2025.1.1 01:14,exim-ops-16,exim_u3037,정보기술실,trade_doc_upload,powershell.exe,success,keximdoc,INFO,125.224.63.146,수출입보증센터
0,-0.0359834247020816,2025.1.1 01:15,exim-ops-16,exim_u3010,정보기술실,login_attempt,수출계약서_2025.pdf,fail,powershell.exe,INFO,46.17.1.62,서울본점
0,-0.04892957208462756,2025.1.1 01:16,exim-ops-16,exim_u3029,자금운용부,trade_doc_upload,db_dump.sql,fail,keximdoc,INFO,80.24.106.115,런던지점
0,-0.00823128339512258,2025.1.1 01:17,exim-db-21,exim_u3012,정보기술실,process_start,powershell.exe,fail,postgresql,WARNING,207.189.228.13,부산지점
0,-0.006217224555500223,2025.1.1 01:18,exim-db-21,exim_u3048,디지털전략부,process_start,수출계약서_2025.pdf,success,keximdoc,INFO,200.42.60.247,부산지점
0,-0.09344804641737003,2025.1.1 01:19,exim-ops-16,exim_u3035,위험관리부,trade_doc_upload,db_dump.sql,success,postgresql,WARNING,108.241.204.192,수출입보증센터
0,-0.05178476585814351,2025.1.1 01:20,exim-db-21,exim_u3058,자금운용부,trade_doc_upload,powershell.exe,fail,keximdoc,ERROR,72.42.170.38,런던지점
0,-0.032521834785291026,2025.1.1 01:21,exim-core-30,exim_u3081,정보기술실,trade_doc_upload,수출계약서_2025.pdf,fail,authd,WARNING,56.194.33.89,부산지점
0,-0.07784511789451332,2025.1.1 01:22,exim-ops-16,exim_u3046,위험관리부,login_attempt,db_dump.sql,fail,powershell.exe,ERROR,28.125.197.79,런던지점
0,-0.030144051368866887,2025.1.1 01:23,exim-core-30,exim_u3020,자금운용부,process_start,수출계약서_2025.pdf,success,authd,WARNING,150.127.183.232,런던지점
0,-0.08589397734199922,2025.1.1 01:24,exim-core-30,exim_u3047,위험관리부,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,ERROR,13.94.85.88,서울본점
0,-0.02187484376020432,2025.1.1 01:25,exim-ops-16,exim_u3045,정보기술실,login_attempt,powershell.exe,success,keximdoc,INFO,34.78.183.106,부산지점
1,0.013514952000237113,2025.1.1 01:26,exim-db-21,exim_u3026,정보기술실,process_start,powershell.exe,fail,postgresql,WARNING,16.121.198.138,서울본점
0,-0.0663542183618665,2025.1.1 01:27,exim-core-30,exim_u3085,디지털전략부,login_attempt,db_dump.sql,success,keximdoc,WARNING,35.105.138.145,부산지점
0,-0.07348143070348845,2025.1.1 01:28,exim-ops-16,exim_u3034,정보기술실,process_start,powershell.exe,fail,keximdoc,ERROR,7.249.111.187,런던지점
0,-0.04443471367878249,2025.1.1 01:29,exim-core-30,exim_u3089,정보기술실,login_attempt,db_dump.sql,success,keximdoc,ERROR,136.97.77.42,부산지점
0,-0.05181143652837861,2025.1.1 01:30,exim-core-30,exim_u3087,자금운용부,process_start,수출계약서_2025.pdf,fail,authd,WARNING,38.32.146.242,수출입보증센터
0,-0.03307514563305336,2025.1.1 01:31,exim-core-30,exim_u3082,디지털전략부,process_start,수출계약서_2025.pdf,fail,postgresql,ERROR,15.153.27.6,런던지점
0,-0.01488056784683256,2025.1.1 01:32,exim-core-30,exim_u3009,자금운용부,login_attempt,db_dump.sql,success,authd,INFO,130.3.74.187,부산지점
0,-0.06065770307119944,2025.1.1 01:33,exim-db-21,exim_u3077,위험관리부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,WARNING,204.192.109.45,서울본점
0,-0.031904864947707834,2025.1.1 01:34,exim-core-30,exim_u3081,정보기술실,process_start,powershell.exe,fail,authd,INFO,157.229.184.12,서울본점
0,-0.051601309658458216,2025.1.1 01:35,exim-core-30,exim_u3021,위험관리부,trade_doc_upload,수출계약서_2025.pdf,fail,keximdoc,WARNING,148.146.198.211,런던지점
0,-0.05600212444649011,2025.1.1 01:36,exim-core-30,exim_u3068,자금운용부,login_attempt,powershell.exe,success,authd,INFO,66.72.142.254,서울본점
0,-0.04013225810830401,2025.1.1 01:37,exim-db-21,exim_u3093,정보기술실,trade_doc_upload,db_dump.sql,fail,authd,WARNING,188.214.160.204,런던지점
0,-0.04919796964077561,2025.1.1 01:38,exim-core-30,exim_u3031,정보기술실,trade_doc_upload,db_dump.sql,success,postgresql,ERROR,205.250.30.205,런던지점
0,-0.03430854447599985,2025.1.1 01:39,exim-core-30,exim_u3020,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,WARNING,59.55.139.206,런던지점
1,0.0005952274847943473,2025.1.1 01:40,exim-db-21,exim_u3059,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,authd,INFO,163.10.85.254,부산지점
0,-0.05091424626412222,2025.1.1 01:41,exim-db-21,exim_u3048,자금운용부,trade_doc_upload,powershell.exe,success,postgresql,WARNING,88.7.1.57,런던지점
0,-0.015387727056734635,2025.1.1 01:42,exim-db-21,exim_u3034,자금운용부,process_start,powershell.exe,fail,postgresql,INFO,174.101.244.65,서울본점
1,0.005311791105049313,2025.1.1 01:43,exim-core-30,exim_u3081,자금운용부,process_start,수출계약서_2025.pdf,success,postgresql,INFO,217.195.225.250,수출입보증센터
1,0.02419107648979546,2025.1.1 01:44,exim-db-21,exim_u3088,정보기술실,process_start,수출계약서_2025.pdf,fail,powershell.exe,INFO,206.136.21.104,부산지점
0,-0.05586669759841112,2025.1.1 01:45,exim-db-21,exim_u3071,자금운용부,login_attempt,db_dump.sql,success,postgresql,ERROR,198.161.176.237,서울본점
0,-0.06570932908322669,2025.1.1 01:46,exim-core-30,exim_u3028,정보기술실,trade_doc_upload,db_dump.sql,fail,powershell.exe,WARNING,28.187.160.141,런던지점
0,-0.005280796410835897,2025.1.1 01:47,exim-db-21,exim_u3087,정보기술실,process_start,db_dump.sql,fail,powershell.exe,INFO,24.102.100.74,런던지점
0,-0.03493663166915861,2025.1.1 01:48,exim-core-30,exim_u3041,자금운용부,login_attempt,수출계약서_2025.pdf,fail,postgresql,ERROR,197.78.169.10,수출입보증센터
0,-0.01941310452629108,2025.1.1 01:49,exim-ops-16,exim_u3098,자금운용부,process_start,수출계약서_2025.pdf,fail,authd,INFO,146.162.231.14,서울본점
0,-0.003486963943549637,2025.1.1 01:50,exim-db-21,exim_u3099,디지털전략부,process_start,수출계약서_2025.pdf,success,postgresql,WARNING,84.20.170.97,부산지점
0,-0.08766598228040978,2025.1.1 01:51,exim-ops-16,exim_u3007,정보기술실,trade_doc_upload,db_dump.sql,success,keximdoc,ERROR,24.72.195.249,서울본점
0,-0.011904583417146841,2025.1.1 01:52,exim-core-30,exim_u3029,자금운용부,login_attempt,수출계약서_2025.pdf,fail,authd,INFO,164.165.88.95,런던지점
1,0.006893700773200062,2025.1.1 01:53,exim-db-21,exim_u3004,자금운용부,trade_doc_upload,powershell.exe,success,powershell.exe,INFO,11.22.56.235,부산지점
0,-0.01877164284531263,2025.1.1 01:54,exim-core-30,exim_u3040,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,INFO,179.56.101.113,런던지점
0,-0.06910573223755223,2025.1.1 01:55,exim-ops-16,exim_u3051,디지털전략부,process_start,수출계약서_2025.pdf,fail,authd,WARNING,160.214.195.175,런던지점
0,-0.09454666597516381,2025.1.1 01:56,exim-core-30,exim_u3034,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,success,authd,ERROR,157.146.17.64,서울본점
0,-0.05875721478696572,2025.1.1 01:57,exim-db-21,exim_u3008,위험관리부,login_attempt,수출계약서_2025.pdf,success,postgresql,ERROR,191.147.237.16,수출입보증센터
0,-0.02105792906803472,2025.1.1 01:58,exim-db-21,exim_u3027,정보기술실,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,ERROR,125.91.198.230,런던지점
0,-0.08817495233356631,2025.1.1 01:59,exim-ops-16,exim_u3072,위험관리부,trade_doc_upload,powershell.exe,success,keximdoc,INFO,60.244.107.104,서울본점
0,-0.03247043918256065,2025.1.1 02:00,exim-core-30,exim_u3091,자금운용부,trade_doc_upload,powershell.exe,fail,postgresql,ERROR,109.71.118.110,부산지점
0,-0.029639238884170638,2025.1.1 02:01,exim-db-21,exim_u3040,디지털전략부,process_start,수출계약서_2025.pdf,success,authd,INFO,135.124.84.29,수출입보증센터
0,-0.08928149802954011,2025.1.1 02:02,exim-ops-16,exim_u3027,디지털전략부,login_attempt,db_dump.sql,success,powershell.exe,WARNING,33.137.53.85,런던지점
0,-0.03206771546642717,2025.1.1 02:03,exim-db-21,exim_u3083,위험관리부,process_start,수출계약서_2025.pdf,success,authd,ERROR,85.112.164.19,런던지점
1,0.0029742245159930514,2025.1.1 02:04,exim-db-21,exim_u3063,디지털전략부,process_start,수출계약서_2025.pdf,success,authd,INFO,189.116.85.99,부산지점
0,-0.027855705225839023,2025.1.1 02:05,exim-core-30,exim_u3050,자금운용부,process_start,수출계약서_2025.pdf,success,authd,ERROR,191.100.253.179,서울본점
0,-0.040485523867092144,2025.1.1 02:06,exim-db-21,exim_u3082,디지털전략부,process_start,db_dump.sql,fail,postgresql,ERROR,109.114.119.57,런던지점
0,-0.03395557744243016,2025.1.1 02:07,exim-core-30,exim_u3058,위험관리부,process_start,db_dump.sql,success,keximdoc,WARNING,152.220.41.79,부산지점
0,-0.04996317510007264,2025.1.1 02:08,exim-db-21,exim_u3018,자금운용부,login_attempt,db_dump.sql,success,keximdoc,ERROR,35.151.70.230,런던지점
0,-0.11736219825911481,2025.1.1 02:09,exim-ops-16,exim_u3033,위험관리부,trade_doc_upload,powershell.exe,fail,powershell.exe,WARNING,43.160.181.9,서울본점
0,-0.07964877108984936,2025.1.1 02:10,exim-db-21,exim_u3017,디지털전략부,process_start,db_dump.sql,fail,authd,ERROR,152.161.155.125,수출입보증센터
0,-0.08984775919695254,2025.1.1 02:11,exim-core-30,exim_u3031,위험관리부,process_start,powershell.exe,fail,keximdoc,ERROR,9.29.103.175,서울본점
0,-0.10414168893637643,2025.1.1 02:12,exim-core-30,exim_u3095,위험관리부,login_attempt,powershell.exe,success,authd,ERROR,105.137.162.212,서울본점
0,-0.07747791698158701,2025.1.1 02:13,exim-ops-16,exim_u3071,정보기술실,login_attempt,db_dump.sql,success,powershell.exe,ERROR,170.226.34.177,서울본점
0,-0.045161457368546265,2025.1.1 02:14,exim-db-21,exim_u3068,디지털전략부,trade_doc_upload,db_dump.sql,fail,authd,ERROR,3.120.49.193,부산지점
0,-0.07571821751167729,2025.1.1 02:15,exim-db-21,exim_u3033,디지털전략부,login_attempt,db_dump.sql,fail,keximdoc,ERROR,93.43.55.107,런던지점
0,-0.12420251413671529,2025.1.1 02:16,exim-ops-16,exim_u3095,위험관리부,trade_doc_upload,powershell.exe,fail,authd,WARNING,69.174.123.118,수출입보증센터
0,-0.002471952233111807,2025.1.1 02:17,exim-db-21,exim_u3074,정보기술실,process_start,수출계약서_2025.pdf,fail,keximdoc,WARNING,154.26.87.232,부산지점
0,-0.045127547453982286,2025.1.1 02:18,exim-db-21,exim_u3054,디지털전략부,process_start,db_dump.sql,success,powershell.exe,INFO,42.222.228.95,서울본점
0,-0.08251067558391112,2025.1.1 02:19,exim-core-30,exim_u3074,자금운용부,trade_doc_upload,db_dump.sql,success,authd,ERROR,171.116.62.116,수출입보증센터
0,-0.08616341842028907,2025.1.1 02:20,exim-db-21,exim_u3051,위험관리부,login_attempt,db_dump.sql,success,keximdoc,WARNING,91.7.28.59,서울본점
0,-0.09084048487625573,2025.1.1 02:21,exim-db-21,exim_u3046,디지털전략부,trade_doc_upload,powershell.exe,success,powershell.exe,ERROR,70.130.206.194,서울본점
0,-0.0985236759016459,2025.1.1 02:22,exim-ops-16,exim_u3028,자금운용부,login_attempt,powershell.exe,success,authd,ERROR,171.164.211.201,서울본점
0,-0.06732339913242236,2025.1.1 02:23,exim-ops-16,exim_u3017,디지털전략부,process_start,수출계약서_2025.pdf,fail,powershell.exe,WARNING,209.206.93.98,수출입보증센터
0,-0.0482252759904388,2025.1.1 02:24,exim-core-30,exim_u3065,자금운용부,login_attempt,db_dump.sql,success,keximdoc,ERROR,171.247.223.122,런던지점
0,-0.08859374446471047,2025.1.1 02:25,exim-db-21,exim_u3063,위험관리부,trade_doc_upload,powershell.exe,fail,authd,WARNING,202.28.247.244,서울본점
0,-0.07505429875810099,2025.1.1 02:26,exim-db-21,exim_u3011,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,authd,WARNING,199.17.248.207,런던지점
0,-0.05320196947442124,2025.1.1 02:27,exim-db-21,exim_u3096,디지털전략부,process_start,db_dump.sql,fail,authd,INFO,37.93.16.196,수출입보증센터
0,-0.04576628259834381,2025.1.1 02:28,exim-core-30,exim_u3006,정보기술실,login_attempt,powershell.exe,success,powershell.exe,INFO,30.138.123.143,수출입보증센터
0,-0.0495295203066064,2025.1.1 02:29,exim-core-30,exim_u3014,위험관리부,login_attempt,db_dump.sql,fail,powershell.exe,INFO,83.98.45.40,서울본점
0,-0.05346146906892457,2025.1.1 02:30,exim-ops-16,exim_u3019,자금운용부,login_attempt,db_dump.sql,success,keximdoc,INFO,174.192.134.31,런던지점
0,-0.06509303279757095,2025.1.1 02:31,exim-core-30,exim_u3080,디지털전략부,process_start,powershell.exe,fail,postgresql,ERROR,204.226.148.55,런던지점
0,-0.09617186237400077,2025.1.1 02:32,exim-db-21,exim_u3020,디지털전략부,login_attempt,powershell.exe,success,authd,ERROR,15.56.194.4,서울본점
0,-0.011816892442805704,2025.1.1 02:33,exim-db-21,exim_u3087,자금운용부,trade_doc_upload,powershell.exe,fail,authd,INFO,217.5.210.47,부산지점
0,-0.06724062232415395,2025.1.1 02:34,exim-core-30,exim_u3054,위험관리부,login_attempt,db_dump.sql,success,keximdoc,WARNING,71.74.209.41,부산지점
0,-0.0538874087479837,2025.1.1 02:35,exim-db-21,exim_u3076,정보기술실,process_start,db_dump.sql,fail,authd,WARNING,22.85.182.3,수출입보증센터
0,-0.03553030078704367,2025.1.1 02:36,exim-db-21,exim_u3008,정보기술실,login_attempt,수출계약서_2025.pdf,fail,powershell.exe,WARNING,11.132.85.29,수출입보증센터
0,-0.03234354849756682,2025.1.1 02:37,exim-core-30,exim_u3049,디지털전략부,login_attempt,db_dump.sql,fail,powershell.exe,WARNING,94.31.55.76,부산지점
0,-0.05101977749276909,2025.1.1 02:38,exim-core-30,exim_u3048,자금운용부,trade_doc_upload,powershell.exe,fail,authd,ERROR,184.130.55.25,부산지점
0,-0.05584615794841197,2025.1.1 02:39,exim-db-21,exim_u3076,디지털전략부,login_attempt,db_dump.sql,success,authd,WARNING,19.142.185.201,부산지점
0,-0.038674734316696546,2025.1.1 02:40,exim-db-21,exim_u3059,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,powershell.exe,WARNING,61.68.23.163,서울본점
0,-0.04513939599506933,2025.1.1 02:41,exim-db-21,exim_u3067,정보기술실,trade_doc_upload,수출계약서_2025.pdf,success,authd,INFO,12.153.167.25,서울본점
