LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
20,081109,203521,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.250.19.102:39325 dest: /10.250.19.102:50010,E5,Receiving block <*> src: /<*> dest: /<*>
21,081109,203521,145,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7503483334202473044 terminating,E11,PacketResponder <*> for block <*> terminating
22,081109,203521,145,INFO,dfs.DataNode$PacketResponder,Received block blk_7503483334202473044 of size 233217 from /10.251.215.16,E9,Received block <*> of size <*> from /<*>
23,081109,203521,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7503483334202473044 terminating,E11,PacketResponder <*> for block <*> terminating
24,081109,203521,146,INFO,dfs.DataNode$PacketResponder,Received block blk_7503483334202473044 of size 233217 from /10.251.71.16,E9,Received block <*> of size <*> from /<*>
25,081109,203521,147,INFO,dfs.DataNode$DataTransfer,10.250.14.224:50010:Transmitted block blk_-1608999687919862906 to /10.251.215.16:50010,E16,<*>:Transmitted block <*> to /<*>
26,081109,203521,147,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.250.14.224:35754 dest: /10.250.14.224:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
27,081109,203521,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.250.14.224:35754 dest: /10.250.14.224:50010,E5,Receiving block <*> src: /<*> dest: /<*>
28,081109,203521,148,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7503483334202473044 terminating,E11,PacketResponder <*> for block <*> terminating
29,081109,203521,148,INFO,dfs.DataNode$PacketResponder,Received block blk_7503483334202473044 of size 233217 from /10.250.19.102,E9,Received block <*> of size <*> from /<*>
30,081109,203521,19,INFO,dfs.DataNode,"10.250.14.224:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.215.16:50010, 10.251.71.193:50010",E18,<*> Starting thread to transfer block <*> to <*>
31,081109,203521,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.250.14.224:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.215.16:50010 10.251.71.193:50010,E25,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
32,081109,203521,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_7503483334202473044 size 233217,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
33,081109,203521,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /mnt/hadoop/mapred/system/job_200811092030_0001/job.xml. blk_-3544583377289625738,E22,BLOCK* NameSystem.allocateBlock:<*>
34,081109,203521,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
35,081109,203521,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_7503483334202473044 size 233217,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
36,081109,203521,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
37,081109,203521,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_7503483334202473044 size 233217,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
38,081109,203522,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.251.197.226:60229 dest: /10.251.197.226:50010,E5,Receiving block <*> src: /<*> dest: /<*>
39,081109,203522,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3544583377289625738 src: /10.250.11.100:54800 dest: /10.250.11.100:50010,E5,Receiving block <*> src: /<*> dest: /<*>
40,081109,203522,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-3544583377289625738 terminating,E11,PacketResponder <*> for block <*> terminating
41,081109,203522,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.250.19.102,E9,Received block <*> of size <*> from /<*>
42,081109,203523,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.19.102:37673 dest: /10.250.19.102:50010,E5,Receiving block <*> src: /<*> dest: /<*>
43,081109,203523,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3544583377289625738 terminating,E11,PacketResponder <*> for block <*> terminating
44,081109,203523,146,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.251.197.226,E9,Received block <*> of size <*> from /<*>
45,081109,203523,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-3544583377289625738 terminating,E11,PacketResponder <*> for block <*> terminating
46,081109,203523,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-3544583377289625738 of size 11971 from /10.250.11.100,E9,Received block <*> of size <*> from /<*>
47,081109,203523,148,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.102,E3,<*> Served block <*> to /<*>
48,081109,203523,149,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.19.102,E3,<*> Served block <*> to /<*>
49,081109,203523,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_logs/history/ip-10-250-19-102.ec2.internal_1226291400491_job_200811092030_0001_conf.xml. blk_-9073992586687739851,E22,BLOCK* NameSystem.allocateBlock:<*>
50,081109,203523,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_-3544583377289625738 size 11971,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
51,081109,203523,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-3544583377289625738 size 11971,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
52,081109,203523,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-3544583377289625738 size 11971,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
53,081109,203524,143,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.14.196:39576 dest: /10.250.14.196:50010,E5,Receiving block <*> src: /<*> dest: /<*>
54,081109,203524,144,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9073992586687739851 src: /10.250.7.244:39735 dest: /10.250.7.244:50010,E5,Receiving block <*> src: /<*> dest: /<*>
55,081109,203524,145,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-9073992586687739851 terminating,E11,PacketResponder <*> for block <*> terminating
56,081109,203524,145,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.19.102,E9,Received block <*> of size <*> from /<*>
57,081109,203524,146,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9073992586687739851 terminating,E11,PacketResponder <*> for block <*> terminating
58,081109,203524,146,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.14.196,E9,Received block <*> of size <*> from /<*>
59,081109,203524,147,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-9073992586687739851 terminating,E11,PacketResponder <*> for block <*> terminating
60,081109,203524,147,INFO,dfs.DataNode$PacketResponder,Received block blk_-9073992586687739851 of size 11977 from /10.250.7.244,E9,Received block <*> of size <*> from /<*>
61,081109,203524,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.215.16:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.74.79:50010 10.251.107.19:50010,E25,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
62,081109,203524,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-9073992586687739851 size 11977,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
63,081109,203524,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-9073992586687739851 size 11977,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
64,081109,203524,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.196:50010 is added to blk_-9073992586687739851 size 11977,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
65,081109,203525,150,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_7503483334202473044 to /10.250.19.102,E3,<*> Served block <*> to /<*>
66,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.215.16:51177 dest: /10.251.215.16:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
67,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.74.79:60333 dest: /10.251.74.79:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
68,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.215.16:51177 dest: /10.251.215.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>
69,081109,203526,146,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.74.79:60333 dest: /10.251.74.79:50010,E5,Receiving block <*> src: /<*> dest: /<*>
70,081109,203526,149,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.18.114,E3,<*> Served block <*> to /<*>
71,081109,203526,150,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.199.225,E3,<*> Served block <*> to /<*>
72,081109,203526,151,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.30.85,E3,<*> Served block <*> to /<*>
73,081109,203526,152,INFO,dfs.DataNode$DataTransfer,10.251.215.16:50010:Transmitted block blk_-1608999687919862906 to /10.251.74.79:50010,E16,<*>:Transmitted block <*> to /<*>
74,081109,203526,19,INFO,dfs.DataNode,"10.251.215.16:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.74.79:50010, 10.251.107.19:50010",E18,<*> Starting thread to transfer block <*> to <*>
75,081109,203526,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
76,081109,203526,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-1608999687919862906 size 91178,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
77,081109,203527,145,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010,E5,Receiving block <*> src: /<*> dest: /<*>
78,081109,203527,147,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
79,081109,203527,147,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010,E5,Receiving block <*> src: /<*> dest: /<*>
80,081109,203527,148,INFO,dfs.DataNode$DataTransfer,10.251.107.19:50010:Transmitted block blk_-1608999687919862906 to /10.251.31.5:50010,E16,<*>:Transmitted block <*> to /<*>
81,081109,203527,149,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.18.114,E3,<*> Served block <*> to /<*>
82,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.203.149,E3,<*> Served block <*> to /<*>
83,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.5,E3,<*> Served block <*> to /<*>
84,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.31.5,E3,<*> Served block <*> to /<*>
85,081109,203527,150,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.129,E3,<*> Served block <*> to /<*>
86,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.125.193,E3,<*> Served block <*> to /<*>
87,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.16,E3,<*> Served block <*> to /<*>
88,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.134,E3,<*> Served block <*> to /<*>
89,081109,203527,151,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.127.243,E3,<*> Served block <*> to /<*>
90,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.65.203,E3,<*> Served block <*> to /<*>
91,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.193,E3,<*> Served block <*> to /<*>
92,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.127.191,E3,<*> Served block <*> to /<*>
93,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.111.209,E3,<*> Served block <*> to /<*>
94,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.127.191,E3,<*> Served block <*> to /<*>
95,081109,203527,152,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.149,E3,<*> Served block <*> to /<*>
96,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.179,E3,<*> Served block <*> to /<*>
97,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.225,E3,<*> Served block <*> to /<*>
98,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.215.16,E3,<*> Served block <*> to /<*>
99,081109,203527,153,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.30.134,E3,<*> Served block <*> to /<*>
100,081109,203527,154,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.192,E3,<*> Served block <*> to /<*>
101,081109,203527,154,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.4,E3,<*> Served block <*> to /<*>
102,081109,203527,154,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.19.227,E3,<*> Served block <*> to /<*>
103,081109,203527,155,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.227,E3,<*> Served block <*> to /<*>
104,081109,203527,155,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.16,E3,<*> Served block <*> to /<*>
105,081109,203527,156,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.203,E3,<*> Served block <*> to /<*>
106,081109,203527,156,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.177,E3,<*> Served block <*> to /<*>
107,081109,203527,157,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.63,E3,<*> Served block <*> to /<*>
108,081109,203527,157,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.201.204,E3,<*> Served block <*> to /<*>
109,081109,203527,158,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.126.5,E3,<*> Served block <*> to /<*>
110,081109,203527,158,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.83,E3,<*> Served block <*> to /<*>
111,081109,203527,159,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.255,E3,<*> Served block <*> to /<*>
112,081109,203527,160,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.125.237,E3,<*> Served block <*> to /<*>
113,081109,203527,161,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.246,E3,<*> Served block <*> to /<*>
114,081109,203527,162,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.111.209,E3,<*> Served block <*> to /<*>
115,081109,203527,163,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.166,E3,<*> Served block <*> to /<*>
116,081109,203527,164,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.31.160,E3,<*> Served block <*> to /<*>
117,081109,203527,19,INFO,dfs.DataNode,"10.251.107.19:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.31.5:50010, 10.251.71.240:50010",E18,<*> Starting thread to transfer block <*> to <*>
118,081109,203527,19,INFO,dfs.FSNamesystem,BLOCK* ask 10.251.107.19:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.31.5:50010 10.251.71.240:50010,E25,BLOCK* ask <*> to replicate <*> to datanode(s) <*>
119,081109,203528,145,INFO,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010 of size 91178,E6,Received block <*> src: /<*> dest: /<*> of size <*>
120,081109,203528,148,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.127.243,E3,<*> Served block <*> to /<*>
121,081109,203528,149,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.30.6,E3,<*> Served block <*> to /<*>
122,081109,203528,149,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.19.16,E3,<*> Served block <*> to /<*>
123,081109,203528,150,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.214.225,E3,<*> Served block <*> to /<*>
124,081109,203528,150,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.192,E3,<*> Served block <*> to /<*>
125,081109,203528,151,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.17.177,E3,<*> Served block <*> to /<*>
126,081109,203528,152,INFO,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.71.16,E3,<*> Served block <*> to /<*>
127,081109,203528,152,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.31.242,E3,<*> Served block <*> to /<*>
128,081109,203528,153,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.17.225,E3,<*> Served block <*> to /<*>
129,081109,203528,153,INFO,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.85,E3,<*> Served block <*> to /<*>
130,081109,203528,153,INFO,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.66.63,E3,<*> Served block <*> to /<*>
131,081109,203528,153,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.66.3,E3,<*> Served block <*> to /<*>
132,081109,203528,154,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.126.227,E3,<*> Served block <*> to /<*>
133,081109,203528,154,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.16,E3,<*> Served block <*> to /<*>
134,081109,203528,155,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.126.5,E3,<*> Served block <*> to /<*>
135,081109,203528,155,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.126.227,E3,<*> Served block <*> to /<*>
136,081109,203528,155,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.43.115,E3,<*> Served block <*> to /<*>
137,081109,203528,156,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.31.242,E3,<*> Served block <*> to /<*>
138,081109,203528,158,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.84,E3,<*> Served block <*> to /<*>
139,081109,203528,159,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.101,E3,<*> Served block <*> to /<*>
140,081109,203528,159,INFO,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.43.115,E3,<*> Served block <*> to /<*>
141,081109,203528,160,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.85,E3,<*> Served block <*> to /<*>
142,081109,203528,161,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.6,E3,<*> Served block <*> to /<*>
143,081109,203528,162,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.225,E3,<*> Served block <*> to /<*>
144,081109,203528,163,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.3,E3,<*> Served block <*> to /<*>
145,081109,203528,164,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.174,E3,<*> Served block <*> to /<*>
146,081109,203528,165,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.16,E3,<*> Served block <*> to /<*>
147,081109,203528,165,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.202.181,E3,<*> Served block <*> to /<*>
148,081109,203528,166,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.180,E3,<*> Served block <*> to /<*>
149,081109,203528,166,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.113,E3,<*> Served block <*> to /<*>
